nombre,categoria,origen,ingredientes,descripcion,tiempo_preparacion,dificultad
Receta 686,postre,Perú,"frijoles, zanahoria, carne, mantequilla, vinagre, miel, pera, aguacate, sal, maíz","Receta deliciosa con vinagre, zanahoria, pera, frijoles, maíz, mantequilla.",115,media
Receta 687,almuerzo,México,"manzana, sal, huevo, banano, carne, ajo, cebolla, frijoles","Receta deliciosa con frijoles, sal, cebolla.",108,media
Receta 688,sopa,EE.UU.,"tomate, pollo, salsa de tomate, zanahoria, pepino, mostaza, soya","Receta deliciosa con pollo, tomate, salsa de tomate, pepino, zanahoria.",40,difícil
Receta 689,sopa,India,"huevo, espinaca, mostaza, aceite de oliva, zanahoria, pimienta","Receta deliciosa con pimienta, aceite de oliva, zanahoria, espinaca, mostaza.",66,difícil
Receta 690,sopa,India,"pollo, sal, arroz, cebolla, salsa de tomate, carne, mantequilla","Receta deliciosa con mantequilla, carne, pollo, salsa de tomate, sal.",41,difícil
Receta 691,desayuno,México,"pasta, lentejas, mantequilla, vinagre, aceite de oliva","Receta deliciosa con pasta, aceite de oliva, mantequilla, lentejas.",99,fácil
Receta 692,postre,Francia,"espinaca, ajo, lentejas, papa, banano, tomate, queso, leche, arroz, carne","Receta deliciosa con banano, tomate, ajo, leche.",89,media
Receta 693,desayuno,India,"sal, banano, maíz, ajo, pera","Receta deliciosa con maíz, banano, pera, ajo, sal.",56,fácil
Receta 694,cena,Italia,"huevo, pescado, pan, leche, fresas","Receta deliciosa con pescado, leche, fresas, pan, huevo.",93,media
Receta 695,bebida,China,"carne, mantequilla, pera, limón, pan, espinaca","Receta deliciosa con pera, limón, carne, espinaca, pan.",28,media
Receta 696,cena,Perú,"mostaza, zanahoria, pescado, tomate, leche, maíz, soya","Receta deliciosa con pescado, maíz, tomate, soya.",71,fácil
Receta 697,desayuno,Perú,"vinagre, limón, papa, cebolla, frijoles, maíz, mantequilla","Receta deliciosa con vinagre, frijoles, cebolla, papa.",88,difícil
Receta 698,snack,Francia,"pasta, queso, salsa de tomate, mantequilla, limón, pan, huevo, champiñones","Receta deliciosa con pasta, pan, queso, champiñones, limón.",65,difícil
Receta 699,postre,India,"yogur, espinaca, aceite de oliva, soya, mantequilla","Receta deliciosa con soya, yogur, espinaca, aceite de oliva, mantequilla.",6,difícil
Receta 700,postre,México,"queso, maíz, soya, pan, fresas, espinaca, miel, leche","Receta deliciosa con espinaca, fresas, miel, queso, pan, leche.",5,fácil
Receta 701,sopa,Japón,"mantequilla, champiñones, yogur, manzana, huevo, queso, limón, mostaza, zanahoria, fresas","Receta deliciosa con zanahoria, huevo, fresas, champiñones, queso, yogur.",117,media
Receta 702,almuerzo,Francia,"papa, manzana, pera, miel, vinagre, pasta, carne, queso, pescado, salsa de tomate","Receta deliciosa con salsa de tomate, pera, carne, pescado.",105,media
Receta 703,bebida,Italia,"vinagre, arroz, salsa de tomate, pescado, pera, espinaca, carne, pepino, pan, lentejas","Receta deliciosa con pepino, pescado, salsa de tomate.",44,fácil
Receta 704,cena,Italia,"espinaca, aguacate, pasta, pimienta, tomate","Receta deliciosa con aguacate, pasta, espinaca, tomate, pimienta.",11,media
Receta 705,sopa,Italia,"zanahoria, fresas, yogur, sal, pepino, pasta, frijoles, vinagre","Receta deliciosa con vinagre, pepino, frijoles, sal, pasta, yogur.",54,media
Receta 706,snack,China,"champiñones, frijoles, carne, pan, maíz, pimienta","Receta deliciosa con frijoles, carne, maíz, champiñones.",83,difícil
Receta 707,cena,Italia,"ajo, mantequilla, pollo, manzana, pera, mostaza, soya, zanahoria, fresas","Receta deliciosa con mostaza, zanahoria, soya, fresas.",80,difícil
Receta 708,desayuno,Perú,"carne, lentejas, banano, aceite de oliva, mostaza, pimienta, zanahoria, soya, mantequilla","Receta deliciosa con aceite de oliva, carne, mantequilla, banano, pimienta, soya.",42,media
Receta 709,bebida,Francia,"pollo, arroz, salsa de tomate, pescado, pera","Receta deliciosa con salsa de tomate, pera, pollo, pescado, arroz.",116,difícil
Receta 710,cena,España,"zanahoria, sal, champiñones, limón, salsa de tomate, mantequilla","Receta deliciosa con sal, salsa de tomate, champiñones, zanahoria, limón.",20,fácil
Receta 711,desayuno,Japón,"arroz, yogur, zanahoria, pescado, frijoles, cebolla, pepino, carne, ajo, mantequilla","Receta deliciosa con arroz, zanahoria, yogur.",22,fácil
Receta 712,desayuno,EE.UU.,"champiñones, carne, vinagre, pera, mostaza","Receta deliciosa con carne, champiñones, vinagre, pera, mostaza.",42,fácil
Receta 713,ensalada,México,"pollo, pimienta, vinagre, mostaza, pepino, limón, salsa de tomate, arroz","Receta deliciosa con arroz, limón, pepino, salsa de tomate, pollo.",86,media
Receta 714,desayuno,EE.UU.,"mostaza, pollo, miel, frijoles, zanahoria, carne, pasta, aguacate","Receta deliciosa con aguacate, zanahoria, pollo, miel.",76,media
Receta 715,bebida,Japón,"soya, lentejas, pescado, salsa de tomate, ajo, zanahoria","Receta deliciosa con ajo, lentejas, zanahoria, salsa de tomate.",9,fácil
Receta 716,desayuno,Francia,"zanahoria, pepino, limón, pescado, arroz, champiñones, huevo, aceite de oliva, pera, queso","Receta deliciosa con huevo, pepino, queso, pescado, limón.",31,media
Receta 717,bebida,México,"espinaca, limón, miel, frijoles, carne, pera, champiñones, lentejas, tomate, salsa de tomate","Receta deliciosa con champiñones, pera, limón, tomate, frijoles, salsa de tomate.",27,media
Receta 718,bebida,Italia,"lentejas, salsa de tomate, limón, queso, miel, pepino, manzana, fresas, pasta, banano","Receta deliciosa con miel, lentejas, fresas, limón.",101,fácil
Receta 719,ensalada,Japón,"aguacate, espinaca, frijoles, cebolla, sal, manzana, salsa de tomate, champiñones, ajo","Receta deliciosa con sal, cebolla, frijoles, manzana, salsa de tomate, champiñones.",92,fácil
Receta 720,almuerzo,Italia,"champiñones, aguacate, vinagre, pollo, queso, espinaca, papa, soya, cebolla","Receta deliciosa con soya, aguacate, papa, pollo, vinagre, cebolla.",64,difícil
Receta 721,postre,España,"manzana, pasta, maíz, miel, banano, pepino","Receta deliciosa con pasta, pepino, miel.",118,media
Receta 722,postre,Perú,"tomate, pasta, leche, aceite de oliva, pan, espinaca, pepino, queso, pera, pescado","Receta deliciosa con aceite de oliva, leche, pepino, espinaca.",31,fácil
Receta 723,almuerzo,China,"maíz, mostaza, yogur, lentejas, fresas, manzana, carne, mantequilla, ajo, zanahoria","Receta deliciosa con ajo, zanahoria, mantequilla, fresas, lentejas, maíz.",85,difícil
Receta 724,bebida,Colombia,"miel, ajo, pimienta, limón, tomate","Receta deliciosa con ajo, tomate, pimienta, miel, limón.",12,media
Receta 725,cena,España,"soya, papa, mostaza, cebolla, pan","Receta deliciosa con pan, papa, mostaza.",45,media
Receta 726,cena,Francia,"aceite de oliva, aguacate, vinagre, carne, mostaza, banano, pollo, ajo, pan, queso","Receta deliciosa con pan, queso, aceite de oliva, ajo, banano, aguacate.",13,media
Receta 727,ensalada,China,"pepino, aceite de oliva, mantequilla, pasta, frijoles, cebolla, sal, papa","Receta deliciosa con frijoles, pasta, cebolla.",40,difícil
Receta 728,snack,Perú,"tomate, pan, pera, papa, miel, arroz, fresas, aceite de oliva, mantequilla","Receta deliciosa con tomate, fresas, pan, arroz, papa, mantequilla.",91,fácil
Receta 729,almuerzo,Francia,"tomate, aguacate, banano, espinaca, lentejas, cebolla","Receta deliciosa con tomate, banano, cebolla, espinaca, aguacate, lentejas.",61,fácil
Receta 730,bebida,Perú,"vinagre, huevo, leche, arroz, pepino, fresas, tomate, limón, pera","Receta deliciosa con arroz, limón, vinagre, fresas.",52,media
Receta 731,cena,EE.UU.,"papa, champiñones, cebolla, carne, zanahoria, lentejas","Receta deliciosa con carne, zanahoria, papa, lentejas.",17,difícil
Receta 732,sopa,México,"mostaza, ajo, leche, frijoles, cebolla, pasta, tomate","Receta deliciosa con cebolla, pasta, leche, frijoles, mostaza.",99,media
Receta 733,postre,Francia,"sal, frijoles, papa, ajo, mostaza, champiñones, maíz, limón, aceite de oliva","Receta deliciosa con sal, limón, aceite de oliva, frijoles.",28,media
Receta 734,sopa,China,"mostaza, espinaca, limón, fresas, banano, frijoles, yogur, pasta, leche, aguacate","Receta deliciosa con frijoles, leche, limón.",37,difícil
Receta 735,postre,Francia,"lentejas, banano, cebolla, papa, pan, queso, arroz, tomate, soya, ajo","Receta deliciosa con papa, ajo, pan, queso.",21,difícil
Receta 736,sopa,China,"maíz, yogur, queso, espinaca, pepino, leche, soya, huevo, fresas","Receta deliciosa con pepino, queso, leche, fresas.",111,fácil
Receta 737,cena,China,"pescado, salsa de tomate, tomate, pasta, carne, mostaza, aceite de oliva","Receta deliciosa con pescado, mostaza, salsa de tomate.",63,difícil
Receta 738,bebida,México,"sal, vinagre, papa, pepino, champiñones, leche, pera, pollo","Receta deliciosa con papa, champiñones, vinagre.",76,media
Receta 739,bebida,Francia,"aceite de oliva, maíz, vinagre, zanahoria, pera, pasta","Receta deliciosa con maíz, zanahoria, pasta, aceite de oliva.",117,fácil
Receta 740,postre,Perú,"vinagre, arroz, pescado, espinaca, pasta, ajo, aguacate, manzana, mostaza","Receta deliciosa con aguacate, ajo, pescado.",84,fácil
Receta 741,ensalada,España,"soya, pescado, arroz, mostaza, espinaca, lentejas, pasta, carne, queso, zanahoria","Receta deliciosa con pescado, zanahoria, arroz, queso, espinaca, lentejas.",77,difícil
Receta 742,snack,Perú,"espinaca, cebolla, pollo, manzana, pera, limón, salsa de tomate, mantequilla, fresas, pimienta","Receta deliciosa con salsa de tomate, pera, mantequilla, pimienta.",57,media
Receta 743,almuerzo,India,"sal, vinagre, champiñones, frijoles, limón, huevo, banano, carne, leche, pasta","Receta deliciosa con sal, champiñones, leche, huevo, banano, frijoles.",81,difícil
Receta 744,cena,China,"papa, vinagre, carne, pan, miel","Receta deliciosa con miel, carne, vinagre, papa, pan.",76,media
Receta 745,cena,Francia,"papa, pera, vinagre, miel, pimienta, leche, aguacate, mostaza, mantequilla, banano","Receta deliciosa con papa, miel, mostaza.",13,fácil
Receta 746,ensalada,Japón,"tomate, limón, ajo, pepino, frijoles","Receta deliciosa con frijoles, limón, ajo, pepino, tomate.",100,difícil
Receta 747,cena,Japón,"mantequilla, aguacate, mostaza, champiñones, cebolla, yogur, pimienta","Receta deliciosa con cebolla, mantequilla, champiñones, yogur, pimienta, aguacate.",82,difícil
Receta 748,almuerzo,Francia,"aceite de oliva, arroz, vinagre, tomate, pimienta, zanahoria, miel, manzana, pasta","Receta deliciosa con aceite de oliva, arroz, miel.",100,difícil
Receta 749,sopa,China,"pimienta, mostaza, zanahoria, yogur, carne, pescado, banano, miel","Receta deliciosa con miel, mostaza, pimienta, yogur, pescado.",55,media
Receta 750,almuerzo,EE.UU.,"leche, miel, salsa de tomate, espinaca, pan, pollo, limón, queso, ajo","Receta deliciosa con miel, ajo, limón, espinaca, pollo, leche.",119,difícil
Receta 751,sopa,Perú,"banano, yogur, queso, arroz, mostaza, carne, ajo, champiñones","Receta deliciosa con yogur, carne, ajo, queso, arroz, mostaza.",73,fácil
Receta 752,cena,México,"aguacate, frijoles, cebolla, yogur, queso","Receta deliciosa con aguacate, frijoles, cebolla, queso, yogur.",41,difícil
Receta 753,bebida,España,"miel, vinagre, aguacate, queso, leche","Receta deliciosa con vinagre, queso, aguacate, leche, miel.",33,media
Receta 754,ensalada,India,"champiñones, tomate, pimienta, manzana, salsa de tomate","Receta deliciosa con salsa de tomate, pimienta, champiñones.",31,fácil
Receta 755,ensalada,Japón,"lentejas, mostaza, sal, soya, pasta, tomate, espinaca, pan, salsa de tomate, mantequilla","Receta deliciosa con mantequilla, mostaza, soya, pasta.",28,fácil
Receta 756,snack,México,"queso, maíz, zanahoria, pan, mostaza, arroz","Receta deliciosa con pan, mostaza, queso, arroz.",67,difícil
Receta 757,postre,India,"aceite de oliva, tomate, pescado, miel, manzana, soya","Receta deliciosa con aceite de oliva, manzana, pescado.",25,fácil
Receta 758,desayuno,España,"espinaca, lentejas, salsa de tomate, maíz, soya, vinagre, carne, limón","Receta deliciosa con vinagre, espinaca, soya, maíz.",6,media
Receta 759,desayuno,España,"salsa de tomate, sal, pan, leche, huevo, limón, zanahoria","Receta deliciosa con salsa de tomate, pan, zanahoria, limón, leche.",101,difícil
Receta 760,desayuno,Colombia,"mostaza, zanahoria, banano, aceite de oliva, queso, maíz, pimienta, mantequilla, manzana","Receta deliciosa con pimienta, maíz, banano, manzana, queso.",93,difícil
Receta 761,postre,Francia,"cebolla, tomate, carne, yogur, pasta","Receta deliciosa con carne, pasta, yogur, tomate, cebolla.",6,fácil
Receta 762,cena,Perú,"pepino, frijoles, soya, papa, limón, pasta, mostaza, manzana, salsa de tomate","Receta deliciosa con salsa de tomate, frijoles, papa.",105,fácil
Receta 763,snack,México,"champiñones, ajo, pollo, fresas, maíz, aguacate, pimienta, yogur, queso, pescado","Receta deliciosa con champiñones, ajo, maíz, pescado, fresas.",74,media
Receta 764,ensalada,India,"tomate, maíz, queso, pimienta, huevo, mostaza, lentejas, arroz, papa","Receta deliciosa con maíz, queso, huevo, papa, lentejas.",113,fácil
Receta 765,snack,Colombia,"pescado, pollo, tomate, zanahoria, carne, limón","Receta deliciosa con pollo, limón, carne, pescado, zanahoria, tomate.",84,fácil
Receta 766,almuerzo,India,"manzana, zanahoria, fresas, carne, pasta, espinaca, sal","Receta deliciosa con espinaca, zanahoria, sal, carne, manzana, fresas.",55,media
Receta 767,ensalada,EE.UU.,"zanahoria, queso, champiñones, fresas, pasta, salsa de tomate, huevo, ajo","Receta deliciosa con pasta, zanahoria, fresas.",22,media
Receta 768,almuerzo,China,"pepino, lentejas, banano, limón, soya","Receta deliciosa con limón, pepino, soya, lentejas.",78,difícil
Receta 769,ensalada,España,"manzana, cebolla, queso, pimienta, leche, tomate","Receta deliciosa con cebolla, queso, pimienta, manzana, tomate, leche.",92,media
Receta 770,desayuno,España,"cebolla, lentejas, carne, leche, aceite de oliva, sal, pasta","Receta deliciosa con leche, lentejas, aceite de oliva, sal, pasta, carne.",103,difícil
Receta 771,sopa,EE.UU.,"banano, frijoles, vinagre, pimienta, zanahoria, espinaca, manzana","Receta deliciosa con banano, manzana, espinaca, frijoles.",94,media
Receta 772,snack,EE.UU.,"salsa de tomate, lentejas, miel, fresas, yogur, mostaza, zanahoria, maíz, champiñones, frijoles","Receta deliciosa con lentejas, mostaza, frijoles, maíz, fresas, yogur.",96,media
Receta 773,desayuno,EE.UU.,"mostaza, papa, banano, manzana, yogur, champiñones, salsa de tomate, pollo, pera","Receta deliciosa con papa, pollo, salsa de tomate.",44,difícil
Receta 774,snack,España,"maíz, queso, sal, salsa de tomate, limón, pera, aguacate, mostaza, tomate, aceite de oliva","Receta deliciosa con tomate, queso, mostaza, aguacate, pera, salsa de tomate.",92,fácil
Receta 775,postre,España,"banano, pepino, carne, fresas, zanahoria, queso, aceite de oliva, miel, limón","Receta deliciosa con zanahoria, pepino, fresas, queso.",77,media
Receta 776,ensalada,Perú,"champiñones, carne, pimienta, mantequilla, aceite de oliva","Receta deliciosa con mantequilla, champiñones, pimienta, carne, aceite de oliva.",75,difícil
Receta 777,almuerzo,Japón,"pasta, zanahoria, pera, carne, champiñones","Receta deliciosa con zanahoria, champiñones, pera, pasta.",86,difícil
Receta 778,almuerzo,Japón,"ajo, pan, manzana, soya, papa, champiñones, pollo, tomate, fresas","Receta deliciosa con pan, pollo, champiñones, soya, papa, ajo.",87,difícil
Receta 779,snack,China,"pan, banano, mantequilla, arroz, pimienta, mostaza, cebolla","Receta deliciosa con pimienta, mostaza, arroz.",34,difícil
Receta 780,desayuno,Italia,"pera, huevo, sal, carne, miel, tomate, queso, pasta","Receta deliciosa con pasta, sal, tomate, miel, huevo, queso.",9,media
Receta 781,cena,Perú,"tomate, carne, pollo, banano, ajo, espinaca, papa","Receta deliciosa con ajo, tomate, espinaca, carne, papa, banano.",39,media
Receta 782,desayuno,Francia,"pasta, aguacate, tomate, papa, salsa de tomate","Receta deliciosa con pasta, tomate, aguacate, salsa de tomate.",62,difícil
Receta 783,snack,México,"pera, pepino, vinagre, mantequilla, espinaca, pimienta","Receta deliciosa con pepino, espinaca, pimienta, pera, vinagre, mantequilla.",72,fácil
Receta 784,postre,Italia,"pepino, vinagre, zanahoria, miel, champiñones, espinaca, fresas, mostaza, soya, aguacate","Receta deliciosa con miel, vinagre, espinaca, champiñones, fresas, pepino.",16,media
Receta 785,sopa,Japón,"tomate, manzana, pollo, yogur, miel, soya, ajo, cebolla, mostaza, vinagre","Receta deliciosa con miel, mostaza, cebolla, ajo, vinagre, manzana.",59,media
Receta 786,bebida,Japón,"huevo, pepino, banano, pescado, yogur, pan, maíz","Receta deliciosa con pan, pescado, pepino, maíz, banano, huevo.",11,media
Receta 787,postre,Japón,"zanahoria, yogur, miel, pan, banano, pasta, mantequilla, pimienta","Receta deliciosa con zanahoria, pasta, miel, banano, pimienta, pan.",47,media
Receta 788,postre,India,"frijoles, pescado, vinagre, pepino, miel","Receta deliciosa con miel, frijoles, vinagre.",9,difícil
Receta 789,snack,Colombia,"pera, huevo, miel, yogur, sal, pasta, aguacate, zanahoria, manzana, mantequilla","Receta deliciosa con yogur, mantequilla, miel.",17,media
Receta 790,bebida,Italia,"tomate, papa, huevo, mostaza, yogur, aguacate","Receta deliciosa con papa, aguacate, tomate, mostaza, yogur.",61,difícil
Receta 791,sopa,China,"yogur, leche, lentejas, frijoles, champiñones, arroz, ajo, pan, aguacate, banano","Receta deliciosa con aguacate, champiñones, arroz, ajo, yogur.",23,fácil
Receta 792,bebida,Colombia,"pasta, frijoles, cebolla, leche, papa, carne, pan, lentejas, huevo","Receta deliciosa con leche, carne, huevo, lentejas, pasta.",59,fácil
Receta 793,cena,India,"frijoles, sal, banano, queso, maíz, mantequilla, arroz, pan","Receta deliciosa con queso, banano, pan, sal, frijoles.",113,media
Receta 794,bebida,Francia,"champiñones, limón, cebolla, frijoles, vinagre","Receta deliciosa con frijoles, limón, champiñones, vinagre, cebolla.",77,difícil
Receta 795,snack,India,"lentejas, zanahoria, pan, frijoles, fresas, pera, champiñones, arroz, pepino","Receta deliciosa con pepino, fresas, arroz, lentejas, pera.",93,fácil
Receta 796,desayuno,Colombia,"pescado, aceite de oliva, pasta, miel, sal, papa, limón, lentejas, huevo","Receta deliciosa con pescado, huevo, aceite de oliva, miel, papa, pasta.",91,media
Receta 797,snack,India,"frijoles, maíz, pepino, pan, pimienta, aguacate, zanahoria","Receta deliciosa con frijoles, pimienta, aguacate, pepino, pan, maíz.",67,fácil
Receta 798,bebida,Francia,"pera, pimienta, cebolla, soya, aceite de oliva, queso","Receta deliciosa con pera, pimienta, cebolla.",98,media
Receta 799,desayuno,España,"zanahoria, aceite de oliva, manzana, pescado, fresas, leche","Receta deliciosa con pescado, fresas, aceite de oliva, zanahoria, manzana, leche.",73,difícil
Receta 800,cena,India,"aceite de oliva, lentejas, papa, espinaca, sal","Receta deliciosa con papa, aceite de oliva, espinaca, sal, lentejas.",33,media
Receta 801,sopa,México,"aceite de oliva, tomate, pera, arroz, salsa de tomate","Receta deliciosa con aceite de oliva, pera, tomate, salsa de tomate, arroz.",56,media
Receta 802,bebida,Perú,"maíz, fresas, miel, arroz, yogur","Receta deliciosa con miel, yogur, maíz, arroz, fresas.",110,difícil
Receta 803,sopa,México,"pan, aguacate, salsa de tomate, vinagre, espinaca, leche, zanahoria, banano, yogur, limón","Receta deliciosa con banano, vinagre, salsa de tomate.",80,media
Receta 804,snack,México,"miel, soya, yogur, zanahoria, papa, mostaza, sal, pescado, vinagre, pollo","Receta deliciosa con papa, soya, zanahoria, pollo, mostaza.",85,fácil
Receta 805,bebida,Perú,"huevo, carne, limón, banano, aguacate, pasta, aceite de oliva","Receta deliciosa con carne, aguacate, banano, pasta, limón, huevo.",22,difícil
Receta 806,snack,Colombia,"mostaza, pimienta, papa, maíz, leche, banano, zanahoria, limón, frijoles, cebolla","Receta deliciosa con banano, leche, zanahoria.",95,fácil
Receta 807,postre,México,"espinaca, lentejas, mantequilla, huevo, salsa de tomate, papa, aguacate, pescado, maíz, manzana","Receta deliciosa con lentejas, maíz, espinaca, salsa de tomate.",111,difícil
Receta 808,snack,España,"soya, espinaca, banano, aceite de oliva, papa, manzana, queso, salsa de tomate, pimienta","Receta deliciosa con soya, espinaca, queso, salsa de tomate.",75,fácil
Receta 809,desayuno,México,"espinaca, mantequilla, vinagre, pollo, banano, fresas, queso, papa, yogur, miel","Receta deliciosa con pollo, queso, vinagre, yogur, fresas.",69,media
Receta 810,bebida,Francia,"miel, manzana, queso, salsa de tomate, sal, pan","Receta deliciosa con pan, queso, miel, salsa de tomate.",50,fácil
Receta 811,snack,India,"yogur, salsa de tomate, sal, espinaca, fresas, manzana, pimienta, pescado, pasta","Receta deliciosa con fresas, sal, pasta, pimienta, manzana, espinaca.",36,media
Receta 812,ensalada,Italia,"carne, frijoles, vinagre, champiñones, cebolla, pera, salsa de tomate","Receta deliciosa con cebolla, vinagre, salsa de tomate, frijoles.",40,fácil
Receta 813,sopa,México,"yogur, pimienta, manzana, aceite de oliva, papa, pepino, banano, soya, huevo","Receta deliciosa con pepino, papa, huevo, banano.",59,fácil
Receta 814,almuerzo,Perú,"espinaca, fresas, soya, mantequilla, pollo, cebolla, manzana, aguacate","Receta deliciosa con soya, fresas, pollo.",8,fácil
Receta 815,desayuno,Colombia,"arroz, ajo, fresas, aguacate, pepino, leche","Receta deliciosa con fresas, arroz, ajo, pepino, aguacate, leche.",52,media
Receta 816,cena,Japón,"lentejas, ajo, vinagre, sal, manzana, limón, yogur, carne","Receta deliciosa con lentejas, vinagre, ajo, yogur, limón.",24,difícil
Receta 817,ensalada,Francia,"pasta, aguacate, frijoles, vinagre, mantequilla, arroz, leche, champiñones, ajo, papa","Receta deliciosa con ajo, vinagre, mantequilla.",63,difícil
Receta 818,almuerzo,Francia,"huevo, limón, yogur, pera, mantequilla, champiñones, banano, carne, pan, queso","Receta deliciosa con queso, carne, banano.",61,difícil
Receta 819,snack,EE.UU.,"aguacate, ajo, pescado, miel, mantequilla, vinagre, salsa de tomate, frijoles, pollo, banano","Receta deliciosa con pescado, vinagre, mantequilla.",105,media
Receta 820,sopa,China,"pasta, huevo, espinaca, manzana, yogur, sal","Receta deliciosa con espinaca, huevo, sal, pasta, yogur, manzana.",53,fácil
Receta 821,postre,Francia,"tomate, soya, pescado, pepino, yogur, miel, ajo, leche, maíz, pollo","Receta deliciosa con soya, yogur, leche.",73,media
Receta 822,almuerzo,India,"tomate, zanahoria, champiñones, miel, pera, cebolla, fresas, mostaza, pan, mantequilla","Receta deliciosa con mostaza, pera, cebolla, champiñones, pan.",7,difícil
Receta 823,desayuno,Italia,"arroz, miel, pan, limón, cebolla, papa, pasta, aguacate, manzana, carne","Receta deliciosa con pan, papa, cebolla, manzana, pasta, aguacate.",10,difícil
Receta 824,bebida,India,"limón, fresas, vinagre, miel, tomate, mostaza, lentejas, salsa de tomate","Receta deliciosa con tomate, lentejas, limón, miel.",106,media
Receta 825,sopa,Colombia,"carne, huevo, aceite de oliva, soya, espinaca, vinagre, queso","Receta deliciosa con espinaca, vinagre, queso, soya.",47,fácil
Receta 826,almuerzo,China,"mostaza, manzana, pimienta, vinagre, ajo, tomate, sal","Receta deliciosa con ajo, sal, mostaza, manzana.",40,fácil
Receta 827,cena,EE.UU.,"pescado, pan, limón, manzana, pollo, carne","Receta deliciosa con pan, pollo, limón, pescado.",88,difícil
Receta 828,snack,Italia,"champiñones, pera, mantequilla, pasta, espinaca, pollo","Receta deliciosa con pollo, champiñones, pasta, mantequilla, espinaca.",118,fácil
Receta 829,snack,Italia,"zanahoria, espinaca, pollo, banano, pasta, arroz, cebolla, maíz","Receta deliciosa con pasta, espinaca, zanahoria, cebolla, maíz.",6,fácil
Receta 830,almuerzo,México,"pollo, mostaza, pera, pescado, manzana, pimienta, mantequilla, espinaca, pan","Receta deliciosa con pan, manzana, pollo, pescado, pimienta, mantequilla.",95,media
Receta 831,postre,China,"lentejas, papa, aceite de oliva, carne, sal, vinagre, espinaca","Receta deliciosa con lentejas, sal, vinagre, aceite de oliva, papa.",84,fácil
Receta 832,snack,Francia,"fresas, salsa de tomate, vinagre, lentejas, soya, queso, arroz, yogur, leche, mostaza","Receta deliciosa con queso, soya, leche, salsa de tomate.",22,fácil
Receta 833,sopa,Perú,"pollo, sal, pan, pasta, tomate, vinagre","Receta deliciosa con tomate, sal, pan, vinagre, pollo.",40,difícil
Receta 834,cena,Italia,"ajo, pescado, pan, manzana, aceite de oliva, zanahoria, huevo, cebolla, arroz, pera","Receta deliciosa con aceite de oliva, huevo, ajo, manzana, pera, arroz.",27,difícil
Receta 835,sopa,India,"huevo, pepino, queso, manzana, yogur, arroz, sal, aguacate","Receta deliciosa con aguacate, arroz, manzana, queso, pepino.",16,fácil
Receta 836,desayuno,Italia,"fresas, champiñones, queso, tomate, papa, limón","Receta deliciosa con tomate, fresas, queso, papa.",90,media
Receta 837,bebida,España,"espinaca, pepino, pasta, pescado, sal, papa, pimienta, manzana","Receta deliciosa con pimienta, pasta, pepino, manzana, espinaca, papa.",58,media
Receta 838,postre,EE.UU.,"frijoles, salsa de tomate, pimienta, lentejas, champiñones, leche, banano, aguacate","Receta deliciosa con banano, pimienta, leche.",97,difícil
Receta 839,sopa,España,"manzana, maíz, banano, leche, pera, aceite de oliva","Receta deliciosa con pera, banano, aceite de oliva, manzana.",61,fácil
Receta 840,sopa,Francia,"limón, vinagre, manzana, queso, maíz, cebolla","Receta deliciosa con queso, maíz, vinagre, limón.",115,difícil
Receta 841,cena,China,"pollo, salsa de tomate, zanahoria, arroz, aguacate, espinaca, pan","Receta deliciosa con salsa de tomate, aguacate, pan, arroz.",15,fácil
Receta 842,sopa,China,"maíz, zanahoria, leche, mostaza, soya, yogur","Receta deliciosa con leche, maíz, yogur, soya.",108,difícil
Receta 843,postre,Francia,"huevo, salsa de tomate, sal, aguacate, carne, pescado, frijoles, pepino, queso","Receta deliciosa con frijoles, salsa de tomate, carne, queso.",81,difícil
Receta 844,desayuno,Japón,"aguacate, mantequilla, salsa de tomate, yogur, zanahoria, miel, pan, aceite de oliva, pasta, papa","Receta deliciosa con aceite de oliva, papa, aguacate, zanahoria.",41,difícil
Receta 845,almuerzo,España,"fresas, pimienta, manzana, espinaca, pera","Receta deliciosa con fresas, manzana, pera, espinaca.",90,fácil
Receta 846,ensalada,México,"yogur, sal, ajo, mantequilla, pera, champiñones","Receta deliciosa con pera, champiñones, yogur, mantequilla.",25,media
Receta 847,desayuno,India,"frijoles, papa, pepino, zanahoria, cebolla, arroz, pescado, pera, champiñones, sal","Receta deliciosa con frijoles, pepino, zanahoria.",54,fácil
Receta 848,snack,Perú,"vinagre, banano, fresas, ajo, papa","Receta deliciosa con vinagre, banano, fresas, ajo, papa.",58,fácil
Receta 849,desayuno,Perú,"champiñones, zanahoria, pepino, tomate, frijoles, manzana, espinaca, pan, aceite de oliva, pollo","Receta deliciosa con champiñones, espinaca, pepino, pan.",11,fácil
Receta 850,desayuno,Japón,"huevo, mantequilla, manzana, pescado, aceite de oliva, fresas, pollo, lentejas, pan, carne","Receta deliciosa con fresas, pan, manzana, aceite de oliva, carne.",39,media
Receta 851,almuerzo,Perú,"vinagre, pimienta, cebolla, pera, mostaza","Receta deliciosa con vinagre, mostaza, pimienta, pera, cebolla.",10,media
Receta 852,cena,Japón,"lentejas, maíz, zanahoria, papa, pasta","Receta deliciosa con lentejas, maíz, pasta, zanahoria, papa.",34,difícil
Receta 853,almuerzo,China,"pera, champiñones, aguacate, pollo, mostaza, banano, papa, maíz, mantequilla, arroz","Receta deliciosa con banano, arroz, champiñones, papa, pera.",20,media
